transaction_id,account_id,transaction_type,transaction_amount,transaction_date,transaction_mode,merchant_category
T06108,A0106,CREDIT,461658.32,2024-05-05,Net Banking,Utilities
T05869,A0494,DEBIT,177454.57,2024-08-03,Net Banking,Fuel
T04790,A0166,CREDIT,60161.09,2024-07-04,Mobile Banking,Education
T06996,A0391,CREDIT,12683.65,2024-07-28,Debit Card,Entertainment
T04302,A0398,CREDIT,440092.7,2025-12-03,Mobile Banking,Travel
T07622,A0500,CREDIT,153740.35,2026-04-04,Credit Card,Online Shopping
T08678,A0355,CREDIT,59730.6,2025-09-14,Credit Card,Retail
T04695,A0505,CREDIT,241565.28,2025-07-03,UPI,Restaurant
T07069,A0069,DEBIT,96919.97,2024-03-22,Credit Card,Healthcare
T03122,A0275,CREDIT,212404.92,2025-03-28,UPI,Utilities
T05750,A0199,DEBIT,244610.36,2024-02-04,Debit Card,Restaurant
T05596,A0293,CREDIT,139204.46,2024-10-03,ATM,Restaurant
T04523,A0416,DEBIT,444787.22,2026-03-07,Credit Card,Restaurant
T03961,A0187,DEBIT,33932.9,2025-06-15,ATM,Healthcare
T00121,A0451,CREDIT,315704.16,2026-07-23,Debit Card,Retail
T02955,A0303,DEBIT,128969.01,2024-10-06,Mobile Banking,Fuel
T05778,A0249,CREDIT,438741.01,2025-04-28,UPI,Utilities
T07978,A0399,DEBIT,260615.23,2025-08-11,Mobile Banking,Grocery
T00514,A0281,DEBIT,99698.84,2024-04-04,Debit Card,Education
T08284,A0086,CREDIT,456999.84,2026-03-13,Debit Card,Education
T02867,A0040,DEBIT,201675.75,2025-04-19,Net Banking,Fuel
T03952,A0167,DEBIT,25827.04,2025-08-31,Net Banking,Utilities
T06564,A0301,CREDIT,127467.81,2025-02-24,Mobile Banking,Fuel
T08959,A0113,CREDIT,367725.56,2025-07-18,ATM,Travel
T01317,A0028,DEBIT,19431.92,2025-05-14,UPI,Entertainment
T09169,A0476,DEBIT,64376.94,2026-01-05,ATM,Utilities
T06604,A0568,CREDIT,28936.78,2025-04-26,UPI,Grocery
T02532,A0081,DEBIT,301378.68,2024-11-03,Mobile Banking,Education
T08973,A0103,CREDIT,409947.74,2026-05-30,Net Banking,Grocery
T06741,A0500,CREDIT,185023.88,2024-01-29,Credit Card,Retail
T06605,A0501,CREDIT,79986.93,2025-04-11,Credit Card,Restaurant
T07847,A0090,DEBIT,71092.16,2024-04-24,ATM,Entertainment
T01575,A0431,CREDIT,42505.17,2024-06-10,ATM,Online Shopping
T09137,A0227,DEBIT,28329.9,2024-04-22,UPI,Utilities
T04315,A0317,DEBIT,468515.21,2026-03-22,Debit Card,Fuel
T07709,A0279,DEBIT,50654.04,2024-06-08,Mobile Banking,Fuel
T06348,A0481,CREDIT,216066.34,2025-09-09,Credit Card,Retail
T03570,A0048,CREDIT,11665.07,2024-05-12,UPI,Restaurant
T01988,A0260,DEBIT,116352.34,2026-04-09,UPI,Fuel
T08751,A0357,CREDIT,6410.55,2026-04-17,Mobile Banking,Restaurant
T07003,A0561,DEBIT,237013.86,2026-01-23,UPI,Healthcare
T07806,A0184,CREDIT,247681.89,2024-02-17,Debit Card,Travel
T01384,A0448,DEBIT,161107.8,2025-05-26,Net Banking,Fuel
T06535,A0473,DEBIT,283656.91,2024-04-04,Credit Card,Utilities
T08704,A0081,CREDIT,24728.16,2025-04-25,ATM,Retail
T06521,A0447,DEBIT,82954.25,2025-05-14,Credit Card,Restaurant
T00101,A0443,CREDIT,51003.61,2024-02-27,Net Banking,Retail
T00605,A0056,CREDIT,27440.91,2026-04-29,Mobile Banking,Online Shopping
T00693,A0519,DEBIT,289987.37,2024-02-12,Net Banking,Travel
T03422,A0250,CREDIT,229381.48,2025-01-05,Mobile Banking,Restaurant
T02567,A0443,DEBIT,74220.1,2024-02-24,UPI,Retail
T00374,A0526,CREDIT,82842.56,2026-02-07,Net Banking,Healthcare
T08698,A0514,DEBIT,283197.97,2025-12-28,Credit Card,Online Shopping
T00631,A0108,CREDIT,364108.76,2025-01-28,Credit Card,Online Shopping
T06091,A0394,CREDIT,162896.45,2025-12-21,Net Banking,Grocery
T09290,A0417,DEBIT,252769.04,2025-06-25,UPI,Online Shopping
T03712,A0479,DEBIT,40350.49,2025-09-03,Credit Card,Utilities
T02552,A0114,CREDIT,1779.01,2025-06-17,Net Banking,Fuel
T06438,A0258,DEBIT,192583.47,2026-03-21,ATM,Restaurant
T00568,A0489,DEBIT,426296.71,2025-12-05,ATM,Grocery
T09476,A0270,CREDIT,168707.28,2025-12-15,UPI,Entertainment
T00559,A0521,DEBIT,26673.22,2024-10-06,Debit Card,Online Shopping
T03658,A0003,DEBIT,212377.46,2024-06-30,Net Banking,Travel
T00602,A0310,CREDIT,290203.18,2025-01-17,ATM,Fuel
T07193,A0061,DEBIT,147673.56,2026-04-06,Mobile Banking,Healthcare
T07338,A0523,DEBIT,55872.23,2024-02-16,UPI,Retail
T09241,A0465,DEBIT,267980.34,2025-06-21,Debit Card,Healthcare
T03680,A0079,DEBIT,471847.03,2025-12-03,UPI,Healthcare
T08328,A0173,CREDIT,453498.76,2026-05-03,Credit Card,Healthcare
T09065,A0101,CREDIT,323591.08,2025-01-06,UPI,Fuel
T03694,A0563,DEBIT,300580.98,2024-03-27,Net Banking,Travel
T09640,A9999,DEBIT,2127.47,2025-07-17,Net Banking,Education
T06977,A0470,CREDIT,300978.21,2025-05-11,Debit Card,Restaurant
T08848,A0372,CREDIT,199316.22,2024-05-27,ATM,Education
T05592,A0568,DEBIT,444293.2,2024-09-27,Mobile Banking,Fuel
T05901,A0428,DEBIT,267051.31,2025-09-09,Debit Card,Utilities
T02996,A0189,DEBIT,496448.32,2026-01-12,ATM,Grocery
T07524,A0360,DEBIT,445580.8,2026-08-08,Debit Card,Restaurant
T01419,A0396,DEBIT,39153.93,2024-10-28,Debit Card,Education
T05232,A0377,CREDIT,448778.57,2025-05-01,UPI,Retail
T05264,A0062,CREDIT,70753.59,2025-10-09,Mobile Banking,Restaurant
T02514,A0036,CREDIT,297318.95,2026-03-09,ATM,Healthcare
T04335,A0565,CREDIT,342964.95,2026-02-12,Mobile Banking,Travel
T00752,A0545,DEBIT,36497.61,2024-12-11,Mobile Banking,Education
T01627,A0126,DEBIT,364252.66,2026-04-06,ATM,Online Shopping
T06869,A0400,DEBIT,226505.16,2026-02-04,Debit Card,Travel
T07278,A0347,CREDIT,413808.89,2025-09-08,UPI,Fuel
T09757,A0459,TRANSFER,22275.79,2024-08-30,ATM,Entertainment
T08793,A0254,DEBIT,466159.06,2026-06-14,Credit Card,Utilities
T00398,A0168,DEBIT,165944.98,2024-06-07,ATM,Retail
T01332,A0035,DEBIT,218201.93,2025-12-19,Credit Card,Online Shopping
T02130,A0099,CREDIT,66096.38,2024-03-13,Mobile Banking,Retail
T01882,A0297,CREDIT,497835.72,2025-04-01,UPI,Online Shopping
T04774,A0126,DEBIT,113468.14,2026-04-18,ATM,Restaurant
T09103,A0293,DEBIT,82590.82,2025-06-14,Debit Card,Fuel
T07730,A0087,DEBIT,169851.97,2024-04-03,Net Banking,Restaurant
T03528,A0240,CREDIT,301793.32,2025-03-17,ATM,Retail
T06836,A0277,DEBIT,431936.14,2026-08-12,ATM,Grocery
T08808,A0037,DEBIT,19182.4,2025-06-30,Credit Card,Utilities
T07802,A0372,CREDIT,348293.64,2026-04-30,Credit Card,Utilities
T00267,A0328,DEBIT,398779.32,2026-08-14,ATM,Education
T09245,A0066,CREDIT,101570.3,2025-08-16,UPI,Restaurant
T03898,A0342,DEBIT,197217.79,2026-02-15,Debit Card,Entertainment
T05219,A0425,DEBIT,41173.9,2026-04-04,UPI,Online Shopping
T06472,A0544,DEBIT,210288.09,2026-05-27,Credit Card,Utilities
T03930,A0145,CREDIT,99573.49,2025-01-11,Net Banking,Travel
T08453,A0516,DEBIT,373844.95,2024-12-19,Mobile Banking,Fuel
T03368,A0300,DEBIT,63337.44,2026-04-16,Debit Card,Education
T03196,A0348,CREDIT,77132.58,2024-07-26,Mobile Banking,Healthcare
T08170,A0442,DEBIT,463211.19,2026-02-20,Debit Card,Travel
T05910,A0421,CREDIT,154170.58,2024-03-12,UPI,Retail
T08099,A0168,DEBIT,57881.25,2024-11-20,UPI,Travel
T00471,A0011,CREDIT,38996.58,2025-11-14,Net Banking,Fuel
T02269,A0162,CREDIT,16839.39,2024-09-11,ATM,Restaurant
T05365,A0144,DEBIT,155494.47,2026-06-20,Debit Card,Grocery
T02674,A0428,CREDIT,179131.45,2024-05-08,ATM,Education
T01961,A0546,CREDIT,230656.02,2024-12-24,Mobile Banking,Grocery
T09027,A0536,CREDIT,249133.63,2025-12-01,UPI,Entertainment
T00901,A0286,DEBIT,385272.79,2025-10-07,UPI,Utilities
T08663,A0345,DEBIT,287734.38,2026-04-07,Credit Card,Restaurant
T07025,A0523,CREDIT,222170.35,2025-10-10,ATM,Fuel
T07330,A0428,CREDIT,133590.62,2025-04-16,Debit Card,Online Shopping
T01680,A0197,DEBIT,199395.38,2024-06-01,ATM,Fuel
T03017,A0296,DEBIT,114066.42,2024-01-17,UPI,Online Shopping
T08242,A0494,CREDIT,49739.39,2024-11-14,UPI,Online Shopping
T07116,A0186,DEBIT,203252.32,2025-03-26,Mobile Banking,Education
T01243,A0336,DEBIT,412435.91,2025-05-09,Net Banking,Grocery
,A0243,CREDIT,4290.74,2026-03-18,Credit Card,Utilities
T02512,A0391,CREDIT,25225.23,2024-01-13,ATM,Education
T03559,A0357,DEBIT,312754.32,2025-07-03,Mobile Banking,Grocery
T08899,A0433,DEBIT,498270.6,2024-08-12,UPI,Retail
T05641,A0228,DEBIT,455305.99,2025-07-07,UPI,Grocery
T09049,A0090,DEBIT,327974.48,2025-02-19,ATM,Retail
T02884,A0508,DEBIT,76237.64,2025-10-12,Net Banking,Entertainment
T07726,A0237,DEBIT,76287.02,2025-04-01,Credit Card,Grocery
T07859,A0400,DEBIT,116361.42,2024-05-17,Mobile Banking,Entertainment
T01719,A0375,CREDIT,388665.56,2025-07-06,Credit Card,Online Shopping
T02726,A0093,CREDIT,439863.94,2024-02-28,Credit Card,Utilities
T06340,A0219,DEBIT,490201.83,2026-08-08,Mobile Banking,Online Shopping
T02989,A0194,CREDIT,380596.58,2024-06-28,Net Banking,Restaurant
T00976,A0370,DEBIT,373661.87,2024-08-07,ATM,Utilities
T09335,A0214,DEBIT,377477.33,2024-10-10,Debit Card,Travel
T08172,A0450,DEBIT,186628.94,2024-04-20,Net Banking,Travel
T05884,A0270,CREDIT,74075.09,2025-07-25,UPI,Education
T01338,A0308,CREDIT,373346.41,2025-02-04,UPI,Utilities
T05615,A0330,DEBIT,186813.16,2024-12-10,ATM,Restaurant
T08080,A0399,CREDIT,414082.42,2024-05-10,UPI,Travel
T04929,A0377,CREDIT,346746.04,2024-07-25,Debit Card,Online Shopping
T01962,A0378,DEBIT,473999.2,2024-06-28,Debit Card,Grocery
T05692,A0398,DEBIT,276767.66,2025-06-22,Credit Card,Fuel
T05678,A0275,DEBIT,240767.59,2026-05-13,ATM,Entertainment
T07548,A0050,DEBIT,111770.19,2025-08-27,Debit Card,Healthcare
T06122,A0169,CREDIT,300183.2,2024-01-09,Debit Card,Retail
T04771,A0365,CREDIT,295481.44,2026-06-07,Net Banking,Healthcare
T05248,A0319,CREDIT,91567.91,2024-07-15,ATM,Travel
T08369,A0436,DEBIT,73135.66,2024-01-22,ATM,Grocery
T06499,A0022,CREDIT,98418.62,2026-02-11,Mobile Banking,Restaurant
T08734,A0132,DEBIT,465564.82,2026-03-26,Net Banking,Travel
T04745,A0127,CREDIT,302305.33,2026-06-23,ATM,Fuel
T05104,A0182,CREDIT,456323.95,2024-06-18,Debit Card,Online Shopping
T04647,A0345,DEBIT,3710.62,2025-07-23,Net Banking,Utilities
T03484,A0394,CREDIT,443229.11,2024-01-14,Credit Card,Travel
T07309,A0099,DEBIT,164216.51,2024-09-26,Net Banking,Online Shopping
T06872,A0013,CREDIT,392484.54,2026-03-01,Credit Card,Restaurant
T00965,A0392,DEBIT,279078.28,2026-01-26,ATM,Travel
T02447,A0053,CREDIT,71815.27,2025-03-27,Mobile Banking,Fuel
T00500,A0465,DEBIT,93358.93,2025-10-30,ATM,Restaurant
T08445,A0022,DEBIT,119185.23,2025-01-08,Credit Card,Grocery
T03522,A0191,CREDIT,207924.99,2024-07-23,ATM,Entertainment
T07035,A0039,CREDIT,138547.56,2024-03-20,ATM,Education
T07538,A0369,DEBIT,236043.61,2025-01-11,ATM,Utilities
T00991,A0104,CREDIT,266757.68,2026-08-25,UPI,Grocery
T07231,A0299,CREDIT,171461.8,2024-11-21,Credit Card,Entertainment
T03286,A0430,DEBIT,283262.72,2024-02-20,Mobile Banking,Restaurant
T08384,A0031,CREDIT,139905.64,2025-11-24,Credit Card,Retail
T03497,A0321,CREDIT,77213.31,2026-05-31,Mobile Banking,Entertainment
T01608,A0190,CREDIT,32350.81,2024-10-01,UPI,Online Shopping
T03448,A0455,DEBIT,212406.3,2024-09-05,Credit Card,Healthcare
T07086,A0487,CREDIT,171384.94,2025-01-31,Net Banking,Entertainment
T01392,A0376,DEBIT,239317.52,2024-06-21,ATM,Fuel
T02361,A0358,CREDIT,230597.19,2025-09-06,Mobile Banking,Online Shopping
T05138,A0224,CREDIT,441246.62,2025-01-14,UPI,Retail
T06131,A0549,DEBIT,479598.95,2024-09-27,Mobile Banking,Fuel
T09696,A0381,CREDIT,-8498.39,2025-09-26,Credit Card,Travel
T06184,A0299,DEBIT,392114.95,2025-10-06,ATM,Retail
T08966,A0235,DEBIT,330586.39,2024-03-09,UPI,Healthcare
T03969,A0248,CREDIT,393917.98,2024-08-08,Net Banking,Fuel
T09376,A0336,DEBIT,58009.3,2025-04-05,Mobile Banking,Travel
T07838,A0533,CREDIT,218055.14,2024-01-15,Credit Card,Fuel
T01900,A0121,DEBIT,452370.28,2024-03-31,Net Banking,Healthcare
T06186,A0294,CREDIT,184987.3,2026-03-19,Credit Card,Restaurant
T01144,A0086,CREDIT,120951.75,2025-09-22,Debit Card,Entertainment
T00499,A0029,CREDIT,285939.74,2024-01-26,Mobile Banking,Grocery
T09092,A0320,CREDIT,136617.08,2024-03-20,UPI,Utilities
T04934,A0425,DEBIT,254536.42,2025-07-27,Net Banking,Utilities
T04295,A0529,DEBIT,477406.9,2025-10-14,Mobile Banking,Fuel
T02043,A0045,CREDIT,231241.49,2026-04-09,Credit Card,Fuel
T03317,A0064,CREDIT,29161.6,2024-01-23,ATM,Fuel
T00882,A0268,DEBIT,307829.18,2025-07-06,ATM,Retail
T07988,A0135,CREDIT,27489.63,2024-06-02,Net Banking,Entertainment
T05035,A0007,DEBIT,196039.6,2026-06-09,UPI,Entertainment
T01888,A0526,DEBIT,450426.15,2026-07-07,UPI,Online Shopping
T06183,A0542,DEBIT,75709.2,2024-12-16,Credit Card,Education
T01807,A0138,DEBIT,198626.13,2026-03-20,Mobile Banking,Retail
T06932,A0385,DEBIT,52669.79,2025-06-18,Net Banking,Fuel
T08320,A0565,CREDIT,296249.16,2025-12-28,Mobile Banking,Fuel
T00099,A0063,CREDIT,188759.83,2026-06-30,Mobile Banking,Online Shopping
T05788,A0388,DEBIT,170867.67,2026-06-20,Credit Card,Online Shopping
T07879,A0480,DEBIT,381998.67,2025-12-26,Debit Card,Grocery
T03475,A0439,CREDIT,28135.62,2025-10-29,Debit Card,Retail
T03290,A0455,CREDIT,41588.88,2024-11-21,ATM,Entertainment
T02158,A0484,DEBIT,196574.43,2026-08-11,Mobile Banking,Fuel
T02441,A0568,DEBIT,239897.31,2025-08-14,UPI,Education
T08779,A0394,DEBIT,50508.75,2025-03-14,Debit Card,Healthcare
T06033,A0195,CREDIT,291259.66,2025-02-09,Mobile Banking,Education
T04961,A0011,CREDIT,313339.97,2026-03-22,Net Banking,Retail
T09377,A0458,CREDIT,27278.13,2025-05-02,Mobile Banking,Retail
T07346,A0548,DEBIT,427767.04,2025-01-07,Mobile Banking,Fuel
T02924,A0212,CREDIT,361215.22,2024-12-16,Mobile Banking,Healthcare
T07398,A0466,DEBIT,7858.12,2025-02-26,Mobile Banking,Healthcare
T01429,A0394,DEBIT,197260.26,2024-02-12,UPI,Restaurant
T05930,A0283,DEBIT,366408.74,2025-01-10,Net Banking,Entertainment
T00032,A0511,DEBIT,498256.24,2025-12-06,Credit Card,Healthcare
T08253,A0567,CREDIT,417123.11,2025-06-22,ATM,Healthcare
T06834,A0446,CREDIT,386610.56,2025-12-03,Debit Card,Fuel
T09257,A0454,CREDIT,311241.29,2024-11-06,Net Banking,Utilities
T02292,A0300,CREDIT,440551.91,2024-02-29,Credit Card,Healthcare
T05324,A0466,DEBIT,26287.21,2024-06-12,Debit Card,Fuel
T06939,A0512,CREDIT,5177.99,2026-06-28,UPI,Restaurant
T01334,A0487,DEBIT,253606.07,2024-09-06,ATM,Online Shopping
T07854,A0515,CREDIT,315349.35,2025-11-14,Credit Card,Online Shopping
T00252,A0455,CREDIT,303420.83,2025-02-13,Mobile Banking,Fuel
T02551,A0255,DEBIT,371913.99,2025-02-16,Credit Card,Travel
T09125,A0255,DEBIT,63003.37,2024-12-18,Net Banking,Retail
T02973,A0056,DEBIT,361368.7,2024-05-06,Net Banking,Online Shopping
T06632,A0033,DEBIT,496117.28,2026-07-27,Debit Card,Healthcare
T01822,A0092,CREDIT,56443.52,2025-02-16,UPI,Grocery
T03274,A0075,CREDIT,447487.98,2024-04-14,Net Banking,Restaurant
T04575,A0368,DEBIT,329251.62,2025-08-10,Net Banking,Online Shopping
T05023,A0063,CREDIT,409475.65,2024-12-15,Mobile Banking,Fuel
T00014,A0063,DEBIT,379620.27,2025-11-07,Mobile Banking,Grocery
T05781,A0350,DEBIT,414621.25,2025-02-19,Credit Card,Entertainment
T02032,A0420,DEBIT,475324.51,2025-04-15,ATM,Travel
T01402,A0378,CREDIT,76444.03,2026-08-12,ATM,Travel
T00238,A0218,CREDIT,100550.33,2026-02-06,ATM,Travel
T06901,A0506,DEBIT,262988.82,2025-07-18,UPI,Online Shopping
T01649,A0044,CREDIT,437427.06,2024-02-26,Net Banking,Travel
T00964,A0263,DEBIT,416292.61,2024-01-25,Debit Card,Healthcare
T03003,A0019,DEBIT,236674.09,2026-02-15,Debit Card,Education
T09372,A0297,DEBIT,189969.87,2024-04-17,Net Banking,Grocery
T04412,A0426,CREDIT,345658.78,2025-09-08,Credit Card,Grocery
T08630,A0415,DEBIT,431629.74,2026-02-11,UPI,Restaurant
T09491,A0316,CREDIT,487059.27,2024-03-13,Mobile Banking,Utilities
T03909,A0190,DEBIT,84575.08,2024-07-31,Credit Card,Retail
T01538,A0502,DEBIT,474576.59,2025-03-23,UPI,Restaurant
T00600,A0538,DEBIT,5528.42,2025-05-07,Credit Card,Travel
T09509,,CREDIT,32522.48,2023-03-03,Net Banking,Online Shopping
T01692,A0141,DEBIT,9829.3,2026-03-28,UPI,Entertainment
T02847,A0189,DEBIT,315709.8,2024-03-31,UPI,Healthcare
T00143,A0302,CREDIT,392958.06,2026-08-06,ATM,Online Shopping
T09655,A0397,CREDIT,-7030.49,2024-07-24,Debit Card,Entertainment
T03836,A0065,CREDIT,299690.47,2024-06-05,Mobile Banking,Education
T08720,A0224,CREDIT,499838.98,2026-07-08,UPI,Fuel
T06788,A0248,CREDIT,27352.25,2026-03-13,Debit Card,Healthcare
T08789,A0287,CREDIT,80609.56,2025-09-09,Mobile Banking,Entertainment
T04178,A0104,DEBIT,436369.53,2026-04-24,Debit Card,Entertainment
T03000,A0244,DEBIT,398805.47,2024-12-09,Net Banking,Utilities
T06269,A0168,CREDIT,145526.24,2025-03-29,ATM,Entertainment
T07198,A0390,CREDIT,395384.83,2024-03-03,Credit Card,Entertainment
T08507,A0186,DEBIT,132208.17,2024-06-06,Debit Card,Healthcare
T01906,A0440,CREDIT,132895.78,2025-06-07,Debit Card,Grocery
T06701,A0349,DEBIT,343290.56,2026-04-24,ATM,Retail
,A0370,CREDIT,13063.53,2023-10-30,UPI,Retail
T08706,A0339,CREDIT,347145.85,2024-05-22,Net Banking,Grocery
T00623,A0526,CREDIT,87330.99,2024-06-04,Debit Card,Fuel
T03029,A0557,CREDIT,287007.65,2024-05-24,Credit Card,Online Shopping
T01274,A0211,CREDIT,379903.66,2026-01-23,Mobile Banking,Restaurant
T06661,A0253,CREDIT,127563.39,2026-07-10,Debit Card,Education
T06770,A0456,DEBIT,223088.41,2024-07-16,Mobile Banking,Online Shopping
T03965,A0189,DEBIT,34972.57,2026-03-15,UPI,Retail
T09300,A0026,DEBIT,432154.2,2024-06-23,Debit Card,Education
T07907,A0144,DEBIT,223207.54,2024-05-24,UPI,Restaurant
T05281,A0140,CREDIT,265995.31,2025-09-09,ATM,Retail
T04185,A0554,DEBIT,198826.63,2026-02-04,Net Banking,Grocery
T09813,A0199,CREDIT,45644.46,bad-date,Mobile Banking,Online Shopping
T06360,A0182,DEBIT,256448.51,2026-07-02,Net Banking,Retail
T02564,A0013,CREDIT,181573.12,2024-11-27,ATM,Restaurant
T01530,A0196,DEBIT,345680.85,2025-08-13,ATM,Fuel
T01914,A0308,CREDIT,107304.45,2026-04-29,UPI,Fuel
T05984,A0050,DEBIT,188389.79,2026-08-29,Mobile Banking,Travel
T05279,A0376,CREDIT,40476.37,2025-07-19,Credit Card,Travel
T01696,A0238,CREDIT,468627.12,2026-08-11,Debit Card,Utilities
T03902,A0351,CREDIT,106993.2,2026-08-01,Credit Card,Travel
T08692,A0139,CREDIT,414947.78,2024-01-02,ATM,Healthcare
T03975,A0392,DEBIT,126978.82,2026-06-26,Net Banking,Utilities
T09650,A0485,DEBIT,-8149.58,2023-01-27,Mobile Banking,Education
T00460,A0205,DEBIT,164427.45,2024-11-20,Debit Card,Fuel
T04053,A0184,CREDIT,146630.82,2025-05-02,Debit Card,Retail
T05484,A0275,DEBIT,210471.93,2024-03-10,ATM,Travel
T02059,A0339,DEBIT,26631.18,2026-04-15,Credit Card,Restaurant
T01942,A0434,DEBIT,245065.65,2025-03-29,Debit Card,Education
T06728,A0482,CREDIT,483758.9,2026-06-06,ATM,Restaurant
T06320,A0505,DEBIT,441478.13,2024-04-01,Credit Card,Retail
T02182,A0183,CREDIT,32949.72,2024-07-09,Debit Card,Entertainment
T00248,A0143,CREDIT,300994.4,2026-06-08,Net Banking,Restaurant
T00836,A0119,CREDIT,237657.39,2025-04-23,Net Banking,Utilities
T05700,A0537,DEBIT,333711.74,2024-08-19,Credit Card,Retail
T09363,A0033,CREDIT,245859.94,2025-06-11,Debit Card,Retail
T05339,A0252,DEBIT,169255.07,2024-07-12,ATM,Fuel
,A0506,DEBIT,1250.51,2026-05-19,ATM,Grocery
T07517,A0185,DEBIT,195601.03,2025-05-10,ATM,Healthcare
T03258,A0114,CREDIT,2646.31,2026-04-18,Credit Card,Education
T09494,A0551,CREDIT,269961.88,2026-04-21,Debit Card,Grocery
,A0072,DEBIT,48646.65,2023-10-22,Credit Card,Entertainment
T08002,A0363,DEBIT,454882.29,2025-05-24,Credit Card,Healthcare
T08310,A0192,DEBIT,11711.8,2026-01-06,Credit Card,Healthcare
T02844,A0564,CREDIT,325675.87,2026-02-27,Debit Card,Restaurant
T00916,A0417,DEBIT,431098.27,2024-03-13,Credit Card,Restaurant
T01612,A0199,DEBIT,359118.88,2024-07-11,Net Banking,Online Shopping
T07949,A0029,DEBIT,306637.26,2026-07-26,Credit Card,Utilities
T09069,A0173,DEBIT,489305.77,2026-01-31,UPI,Grocery
T02100,A0007,DEBIT,448202.72,2024-12-08,Credit Card,Utilities
T04759,A0208,DEBIT,58465.88,2026-07-09,Credit Card,Education
T08729,A0339,CREDIT,472227.37,2025-11-01,Mobile Banking,Healthcare
T02047,A0569,CREDIT,432615.74,2025-02-26,Debit Card,Grocery
T05042,A0051,CREDIT,436191.42,2024-05-19,Credit Card,Healthcare
T08546,A0505,DEBIT,421589.91,2024-01-21,UPI,Utilities
T04901,A0498,DEBIT,442499.69,2025-08-23,Net Banking,Grocery
T01335,A0025,CREDIT,43280.13,2024-07-10,Mobile Banking,Travel
T03064,A0431,CREDIT,122421.82,2026-02-23,ATM,Grocery
T00713,A0432,CREDIT,288048.27,2025-10-09,ATM,Grocery
T02494,A0067,DEBIT,102852.66,2025-04-26,Credit Card,Utilities
T01630,A0094,CREDIT,246341.27,2024-05-17,Credit Card,Utilities
T08874,A0498,CREDIT,145127.49,2025-10-22,ATM,Grocery
T09348,A0124,CREDIT,257059.42,2024-04-15,Credit Card,Fuel
T09329,A0296,CREDIT,165102.63,2024-07-01,Mobile Banking,Restaurant
T05515,A0454,CREDIT,389878.85,2024-06-23,ATM,Retail
T03545,A0130,DEBIT,451634.66,2024-12-13,UPI,Entertainment
T09461,A0481,DEBIT,74340.48,2025-09-25,Credit Card,Entertainment
T06839,A0149,DEBIT,459680.18,2025-05-12,Mobile Banking,Entertainment
T08805,A0102,DEBIT,427318.71,2025-12-25,Net Banking,Fuel
T04246,A0118,DEBIT,383783.28,2024-05-24,Net Banking,Retail
T08819,A0167,DEBIT,457850.39,2024-08-26,UPI,Education
T05030,A0254,CREDIT,244114.24,2024-08-04,Credit Card,Restaurant
T01672,A0533,CREDIT,162956.47,2025-11-09,Net Banking,Utilities
T04694,A0228,DEBIT,266174.17,2024-03-24,Net Banking,Healthcare
T01122,A0510,DEBIT,385444.28,2025-12-16,UPI,Education
T04086,A0115,DEBIT,223769.55,2025-10-09,ATM,Entertainment
T07832,A0185,DEBIT,301430.31,2024-06-24,Mobile Banking,Entertainment
T02861,A0044,DEBIT,177494.42,2025-12-16,Credit Card,Restaurant
T09822,A0150,DEBIT,16724.47,bad-date,Credit Card,Entertainment
T01605,A0385,CREDIT,276316.41,2024-02-10,Mobile Banking,Entertainment
T03859,A0270,CREDIT,331639.84,2026-04-18,Mobile Banking,Restaurant
T08628,A0546,DEBIT,406747.2,2026-05-03,Mobile Banking,Restaurant
T09218,A0183,CREDIT,115562.71,2025-04-05,UPI,Healthcare
T04662,A0375,CREDIT,7338.04,2024-12-24,Credit Card,Travel
T01576,A0158,DEBIT,54309.02,2024-08-22,Mobile Banking,Grocery
T09201,A0182,DEBIT,169808.35,2025-12-03,UPI,Education
T01603,A0423,CREDIT,398870.3,2025-06-07,ATM,Utilities
T04545,A0513,CREDIT,189949.45,2026-02-10,Debit Card,Travel
T08051,A0268,DEBIT,440417.24,2025-07-29,Debit Card,Healthcare
T08194,A0007,DEBIT,31273.8,2024-01-22,UPI,Retail
T07672,A0123,DEBIT,133105.62,2024-12-06,Net Banking,Fuel
T06426,A0270,DEBIT,160984.49,2024-11-30,Mobile Banking,Entertainment
